STD,Skew,kurtosis,PP,Sigma,Class
51.68,0.3,-0.96,0.033697119,16.89,ocean
56.67,0.17,-1.16,0.029196466,16.27,ocean
50.83,0.32,-0.83,0.035844558,17.07,ocean
52.86,0.25,-0.91,0.034829475,17.22,ocean
52.41,0.32,-1.08,0.036303698,18.53,ocean
50.64,0.34,-0.74,0.037175491,17.85,ocean
44.75,0.5,-0.59,0.035915001,17.06,ocean
49.65,0.35,-1.14,0.038960854,16.88,ocean
50.69,0.38,-0.85,0.040263793,18.53,ocean
50.9,0.32,-0.82,0.036825029,18.05,ocean
44.85,0.51,-0.89,0.036156204,17.16,ocean
46.51,0.46,-0.96,0.039054027,17.34,ocean
55.24,0.18,-1.13,0.033979639,17.57,ocean
46.73,0.45,-0.95,0.040518358,17.1,ocean
47.76,0.41,-1,0.038447706,16.88,ocean
45.24,0.5,-0.83,0.036315607,16.94,ocean
53.88,0.22,-0.94,0.035118189,17.77,ocean
45.64,0.49,-0.84,0.039478321,16.86,ocean
53.63,0.23,-1.03,0.034399805,16.7,ocean
51.76,0.3,-0.9,0.03541659,17.18,ocean
53.81,0.22,-1.04,0.036563138,17.62,ocean
47.26,0.43,-0.93,0.034128618,16.79,ocean
55.34,0.22,-1.13,0.030717362,15.63,ocean
46.29,0.45,-0.74,0.039816105,16.65,ocean
50.76,0.34,-0.86,0.035571108,17.59,ocean
54.46,0.2,-1.02,0.033189689,18.99,ocean
54.44,0.2,-0.98,0.035092369,17.27,ocean
51.82,0.29,-0.99,0.034942812,16.62,ocean
54.11,0.21,-1.03,0.032282488,17.42,ocean
53.6,0.24,-1.07,0.035022493,19.12,ocean
57.47,0.1,-1.31,0.032594586,16.73,ocean
52.82,0.26,-1.02,0.032884322,18.4,ocean
53.63,0.28,-1.03,0.036973348,16.59,ocean
53.93,0.26,-1.05,0.036319109,16.43,ocean
50.36,0.35,-0.78,0.03387564,17.67,ocean
54.27,0.21,-1.13,0.034570416,17.75,ocean
45.74,0.48,-0.71,0.033570438,16.54,ocean
53.94,0.21,-1,0.032239894,18.25,ocean
52.76,0.25,-0.99,0.037056472,17.79,ocean
56.11,0.18,-1.15,0.03081245,15.55,ocean
49.49,0.42,-0.75,0.043067078,18.49,ocean
56.21,0.19,-1.1,0.035385439,16.41,ocean
46.82,0.44,-0.84,0.0357875,16.67,ocean
46.95,0.44,-1,0.039108866,16.8,ocean
46.54,0.51,-0.28,0.038023751,16.69,ocean
48.75,0.37,-1.1,0.033629129,16.75,ocean
51.91,0.28,-0.82,0.032777104,17.41,ocean
49.86,0.38,-0.34,0.036790298,17.06,ocean
53.54,0.23,-1.03,0.032786352,17.35,ocean
49.83,0.33,-1.22,0.035078319,17.05,ocean
55.71,0.21,-1.24,0.03207329,15.08,ocean
57.13,0.11,-1.21,0.035042494,17.77,ocean
55.44,0.17,-1.11,0.033787459,17.96,ocean
24.31,0.45,-1.19,0.035887683,22.02,ocean
48.54,0.38,-0.99,0.039180975,16.73,ocean
47.2,0.44,-0.13,0.03668541,16.96,ocean
48,0.41,-0.45,0.034402207,17.93,ocean
54.99,0.19,-1.05,0.033830261,17.34,ocean
52.71,0.25,-0.81,0.03166583,17.8,ocean
48.32,0.39,-1.13,0.035235235,17.03,ocean
54.89,0.19,-1.03,0.03831869,16.64,ocean
50.73,0.36,-0.8,0.035608739,16.98,ocean
56.15,0.14,-1.23,0.034201001,17.15,ocean
53.47,0.23,-1.05,0.03365811,19.41,ocean
43.29,0.58,-0.66,0.039784876,16.66,ocean
53.47,0.24,-1.06,0.032504877,16.98,ocean
50.69,0.37,-0.77,0.039850098,18.27,ocean
51.28,0.3,-0.72,0.036876563,17.9,ocean
53.95,0.27,-1.07,0.036857566,17.5,ocean
48.51,0.41,-0.64,0.034064117,17.22,ocean
52.96,0.23,-1.28,0.034551734,16.72,ocean
54.74,0.19,-1.07,0.03418712,17.54,ocean
54.67,0.19,-1.12,0.0333055,17.67,ocean
43.68,0.54,-0.3,0.037741967,16.97,ocean
47.06,0.44,-0.96,0.043386497,16.96,ocean
46.9,0.43,-0.93,0.034607293,16.87,ocean
49.87,0.34,-1.12,0.032339998,16.86,ocean
44.59,0.51,-0.71,0.038711152,17.03,ocean
48.09,0.41,-1.06,0.034478568,16.6,ocean
54.46,-0.27,-1.03,0.036874779,17.5,ocean
44.32,0.54,-0.8,0.037790783,17.52,ocean
49.36,0.37,-0.61,0.03446042,18.34,ocean
51.54,0.34,-0.86,0.03458231,15.37,ocean
52.17,0.28,-0.84,0.032695978,17.11,ocean
52.8,0.3,-0.83,0.03357546,17.05,ocean
47.88,0.41,-1.04,0.042764379,16.87,ocean
45.14,0.51,-0.84,0.037560523,16.98,ocean
52.21,0.31,-0.88,0.03472064,17.49,ocean
50.88,0.33,-0.67,0.035704888,17.45,ocean
54.1,0.21,-1.02,0.035296741,18.82,ocean
51.35,0.3,-0.74,0.032963385,19.17,ocean
57.26,0.1,-1.21,0.032183403,16.66,ocean
53.12,0.27,-0.87,0.032461855,15.36,ocean
53.67,0.26,-0.96,0.038444188,16.7,ocean
55.31,0.21,-1.05,0.044507998,16.68,ocean
47.19,0.43,-0.92,0.038737054,16.87,ocean
54.88,0.19,-1.17,0.035538181,18.67,ocean
55.69,0.2,-1.12,0.037145107,16.51,ocean
51.76,0.29,-0.86,0.036468669,18.56,ocean
50.85,0.33,-0.84,0.034855779,16.95,ocean
51.39,0.3,-0.88,0.036648278,17,ocean
51.06,0.32,-0.58,0.036131267,17.91,ocean
44.45,0.53,-0.73,0.037802031,16.6,ocean
53.77,0.27,-1.08,0.038341041,16.79,ocean
54.97,0.23,-1.13,0.041109424,16.73,ocean
44.28,0.55,-0.79,0.036452197,16.8,ocean
46.71,0.46,-1.01,0.037097985,16.75,ocean
47.73,0.42,-1.06,0.036399739,17.47,ocean
47.54,0.42,-1.07,0.037080773,16.78,ocean
46.88,0.45,-1.04,0.039673219,16.47,ocean
51.38,0.35,-0.85,0.033929571,17.08,ocean
38.19,0.71,-0.56,0.040843303,20.82,ocean
53.73,0.26,-0.99,0.030857687,15.12,ocean
43.25,0.57,-0.63,0.037398351,16.83,ocean
54.35,0.2,-1.02,0.031014176,18.03,ocean
50.01,0.32,-1.18,0.03538433,16.65,ocean
47.07,0.44,-0.92,0.036173747,16.74,ocean
51.35,0.31,-0.93,0.035302464,19.39,ocean
52.28,0.27,-0.86,0.031621078,16.82,ocean
50.47,0.38,-0.72,0.039499189,17.81,ocean
52.59,0.31,-0.95,0.040227239,18.86,ocean
27.68,0.22,-1.03,0.041410229,16.84,ocean
43.32,0.56,-0.55,0.039612117,16.92,ocean
54.93,0.19,-1.15,0.033707865,16.6,ocean
50.66,0.33,-0.9,0.033787529,17.67,ocean
54.62,0.24,-0.95,0.037185426,16.46,ocean
56.73,0.15,-1.03,0.031511999,16.94,ocean
47.67,0.42,-1,0.035756941,16.46,ocean
51.72,0.29,-0.83,0.034564545,17.77,ocean
56.03,0.14,-1.09,0.03538584,17.38,ocean
46.66,0.48,-0.39,0.044220349,17.47,ocean
44.88,0.57,-0.14,0.03836809,18.47,ocean
47.8,0.4,-1.04,0.038824144,17.28,ocean
51.21,0.32,-0.91,0.032295135,17.32,ocean
56.64,0.17,-1.09,0.034381091,16.7,ocean
52.71,0.26,-0.93,0.039387115,17.66,ocean
54.09,0.26,-1.1,0.031036648,15.61,ocean
51.1,0.33,-0.9,0.03646875,18.29,ocean
51.72,0.3,-0.88,0.034918925,17.95,ocean
53.6,0.27,-1.02,0.028960843,15.13,ocean
48.71,0.39,-1.06,0.041319318,16.84,ocean
47.69,0.41,-1.11,0.042140521,17.04,ocean
47.41,0.48,-0.54,0.046201645,17.95,ocean
52.39,0.27,-0.9,0.040157653,17.07,ocean
55.9,0.19,-1.08,0.029853038,16.82,ocean
54.65,0.2,-1.02,0.03390589,16.98,ocean
54.72,0.2,-1.09,0.033541057,17.12,ocean
56.49,0.13,-1.22,0.036210803,17.4,ocean
51.66,0.3,-0.92,0.034161067,18.74,ocean
48.51,0.17,-0.62,0.033766969,17.49,ocean
46.7,0.46,-1.05,0.040545933,17.21,ocean
49.91,0.37,-0.85,0.034216447,17.34,ocean
54.01,0.21,-1,0.032810695,17.08,ocean
52.36,0.28,-1.05,0.035088687,18.2,ocean
50.98,0.34,-0.66,0.028301765,15.23,ocean
44.45,0.56,-0.75,0.034863734,17.7,ocean
54.97,0.18,-1.1,0.03494639,17.77,ocean
43.86,0.55,-0.72,0.044080732,17.2,ocean
53.44,0.23,-1.01,0.032263003,18.18,ocean
52.43,0.28,-0.88,0.03356693,18.55,ocean
51.79,0.34,-0.71,0.038263318,16.71,ocean
47.2,0.43,-0.91,0.038366832,16.81,ocean
43.41,0.56,-0.56,0.041419886,16.91,ocean
46.83,0.46,-0.25,0.035159054,17.36,ocean
49.66,0.41,-0.7,0.032803781,17.04,ocean
52.71,0.26,-0.99,0.031688246,18.83,ocean
44.33,0.54,-0.83,0.03860284,16.77,ocean
52.89,0.27,-1.07,0.03449403,17.67,ocean
54.75,0.19,-1.13,0.037534601,16.97,ocean
50.01,0.37,-0.89,0.036515099,18.45,ocean
51.3,0.29,-0.68,0.040008913,18.79,ocean
47.37,0.43,-0.95,0.041402459,16.74,ocean
44.61,0.53,-0.89,0.034818446,17.09,ocean
46.36,0.46,-0.95,0.036620406,16.99,ocean
48.11,0.43,-0.55,0.03373707,17.81,ocean
51.98,0.3,-0.99,0.034083711,16.8,ocean
45.18,0.5,-0.65,0.039504165,16.91,ocean
53.45,0.24,-1.07,0.035090115,16.95,ocean
50.1,0.35,-0.63,0.037196106,18.72,ocean
52.33,0.28,-0.88,0.035246586,17.49,ocean
51.99,0.33,-0.81,0.035622327,16.43,ocean
49.78,0.35,-1.22,0.032913835,16.94,ocean
40.41,0.68,-0.38,0.047798365,16.85,ocean
54.11,0.26,-1.09,0.03198249,15.15,ocean
50.93,0.32,-0.86,0.033186967,18.18,ocean
51.84,0.3,-0.88,0.033371746,17.78,ocean
47.48,0.45,-0.45,0.040760996,18.41,ocean
51.66,0.34,-0.88,0.039506904,17.38,ocean
43.95,0.55,-0.75,0.041149925,17.12,ocean
47.96,0.41,-1.09,0.041523656,16.59,ocean
50.07,0.35,-0.67,0.036064518,17.64,ocean
55.16,0.21,-1.03,0.038567128,16.52,ocean
55.56,0.16,-1.15,0.034169384,18.43,ocean
47.95,0.4,-1.06,0.034498478,16.32,ocean
48.74,0.39,-1.03,0.037226658,16.54,ocean
52.52,0.31,-1.02,0.033540714,15.26,ocean
47.49,0.42,-1.03,0.039579366,16.89,ocean
53.67,0.22,-0.97,0.038965417,17.78,ocean
53.02,0.29,-1.03,0.042306657,18.48,ocean
47.84,0.41,-1.03,0.037715446,16.84,ocean
54.77,0.19,-1.05,0.032792406,17.15,ocean
54.19,0.21,-1.06,0.033587557,16.53,ocean
53.86,0.22,-1.05,0.03502356,17.25,ocean
57.13,0.16,-1.23,0.03414592,17.02,ocean
55.86,0.19,-1.12,0.03489089,16.89,ocean
54.55,0.19,-0.99,0.031699788,17.15,ocean
54.62,0.19,-1.16,0.033366088,17.66,ocean
47,0.42,-0.98,0.038108834,17.12,ocean
49.25,0.41,-0.73,0.035664685,16.99,ocean
49.93,0.36,-0.7,0.033972892,18.56,ocean
43.59,0.62,-0.3,0.042164462,19.01,ocean
53.24,0.24,-0.95,0.037761822,18.97,ocean
48.39,0.39,-1.16,0.037654747,16.49,ocean
56.04,0.2,-1.16,0.034057814,16.47,ocean
52.9,0.26,-0.99,0.037580425,16.62,ocean
54.62,0.24,-1,0.033874677,16.41,ocean
57.61,0.13,-1.19,0.037454436,16.61,ocean
49.6,0.37,-0.74,0.034082807,17.32,ocean
49.5,0.35,-1.11,0.034664186,16.87,ocean
48.42,0.39,-1.07,0.035518342,16.71,ocean
52.7,0.27,-0.92,0.037571548,18.8,ocean
50,0.4,-0.88,0.030503173,15.33,ocean
45.16,0.5,-0.82,0.042002453,16.65,ocean
52.48,0.27,-0.98,0.037453515,18.22,ocean
45.7,0.47,-0.76,0.040431417,17.2,ocean
51,0.37,-0.92,0.032004497,15.76,ocean
44.54,0.53,-0.72,0.039541539,16.8,ocean
46.74,0.45,-0.96,0.042224337,16.83,ocean
45.35,0.5,-0.82,0.044759208,16.87,ocean
52.14,0.28,-1,0.033431721,18.41,ocean
53.75,0.27,-1.02,0.037729994,16.84,ocean
54.31,0.24,-1.08,0.031008438,15.23,ocean
53.73,0.27,-0.92,0.039516409,16.6,ocean
51.04,0.3,-0.64,0.035375544,17.18,ocean
57.58,0.13,-1.18,0.032815969,16.83,ocean
48.87,0.37,-1.07,0.038448113,16.8,ocean
46.44,0.46,-1.01,0.040449534,16.87,ocean
53.9,0.22,-0.98,0.036124774,18.37,ocean
46.4,0.46,-0.82,0.041351934,16.92,ocean
53.51,0.24,-1.08,0.03676254,17.26,ocean
53.94,0.22,-1.01,0.034007428,17,ocean
51.14,0.32,-0.85,0.038444887,17.52,ocean
53.8,0.23,-1.07,0.036677341,17.82,ocean
54.46,0.2,-0.98,0.03428314,17.63,ocean
48.22,0.4,-1.08,0.035646547,16.8,ocean
46.56,0.46,-1.05,0.03552953,17.17,ocean
52.44,0.27,-0.89,0.036436957,17.09,ocean
52.76,0.26,-0.87,0.030636731,17.69,ocean
50.56,0.32,-1.2,0.034322588,16.66,ocean
53.74,0.27,-1,0.031895509,16.18,ocean
49.14,0.42,-0.45,0.038584976,16.82,ocean
47.73,0.42,-1.02,0.036644856,16.78,ocean
49.03,0.36,-1.17,0.038002562,16.86,ocean
47.22,0.42,-0.95,0.035702281,16.9,ocean
54.52,0.24,-1.1,0.036379513,16.82,ocean
45.95,0.48,-0.94,0.035526391,16.9,ocean
56.12,0.18,-1.08,0.032814622,16.96,ocean
41.25,-0.01,-1.12,0.038909524,17.23,ocean
54.12,0.21,-1.04,0.036193045,17.03,ocean
52.88,0.26,-1.03,0.036706595,17.71,ocean
44.42,0.54,-0.8,0.037042187,16.85,ocean
51.19,0.31,-0.77,0.032677425,16.98,ocean
47.49,0.42,-0.99,0.036475529,16.73,ocean
54.65,0.19,-1.14,0.039748849,18.32,ocean
55.09,0.18,-1.08,0.034503619,17.85,ocean
56.09,0.14,-1.18,0.033725559,17.74,ocean
52.68,0.29,-0.81,0.036722144,17.3,ocean
46.56,0.5,-0.54,0.042252486,17.78,ocean
53.93,0.22,-1.12,0.033677586,18.37,ocean
44.43,0.53,-0.7,0.041380839,17.08,ocean
41.17,0.63,-0.26,0.035830193,16.69,ocean
43.1,0.06,-0.94,0.040432115,17.49,ocean
48.56,0.37,-1.04,0.034673484,16.95,ocean
44.93,0.51,-0.62,0.034966994,16.85,ocean
42.61,0.59,-0.51,0.040338043,16.59,ocean
55.41,0.21,-1.13,0.027923439,14.99,ocean
48.24,0.41,-1.13,0.046237828,16.74,ocean
52.38,0.31,-0.91,0.037204468,15.72,ocean
53.29,0.29,-0.92,0.036378039,16.86,ocean
50.56,0.35,-0.81,0.035907661,18.46,ocean
53.82,0.22,-1.04,0.034100861,17.76,ocean
52.21,0.29,-0.99,0.032972772,17.11,ocean
47.15,0.42,-0.91,0.038709072,16.81,ocean
52.56,0.31,-0.97,0.027693942,15.24,ocean
48.17,0.4,-0.43,0.03792098,16.76,ocean
51.71,0.3,-0.89,0.032885015,16.73,ocean
49.25,0.42,-0.65,0.040222647,18.48,ocean
56.61,0.17,-1.1,0.034836084,16.96,ocean
47.79,0.46,-0.43,0.042504879,17.61,ocean
45.11,0.5,-0.76,0.037245784,16.94,ocean
53.67,0.27,-0.97,0.030636186,16.39,ocean
52.79,0.26,-1,0.033420537,17.47,ocean
46.85,0.46,-0.34,0.036214065,17.28,ocean
49.01,0.43,-0.59,0.036362638,17.38,ocean
52.14,0.29,-0.96,0.032102575,18.44,ocean
55.7,0.15,-1.11,0.031177747,18.73,ocean
45.58,0.49,-0.91,0.034256546,16.96,ocean
51.27,0.32,-0.87,0.037711756,17.78,ocean
43.61,0.55,-0.61,0.039139978,16.89,ocean
46.77,0.44,-0.8,0.034133684,16.82,ocean
53.4,0.24,-0.95,0.034564746,17.18,ocean
45.73,0.48,-0.9,0.039575948,16.86,ocean
46.53,0.46,-1.02,0.038136155,16.81,ocean
47.07,0.44,-0.99,0.03688962,16.78,ocean
48.47,0.39,-1.08,0.037161536,16.7,ocean
50.6,0.38,-0.79,0.037273874,17.38,ocean
53.88,0.22,-0.99,0.036254353,16.87,ocean
55.09,0.18,-1.09,0.036077364,17.13,ocean
52.57,0.27,-0.98,0.033694607,17.17,ocean
54.54,0.2,-1.04,0.034132955,17.52,ocean
49.95,0.4,-0.59,0.03773536,18.21,ocean
55.01,0.22,-1.04,0.035903628,16,ocean
49.66,0.41,-0.77,0.040613626,18.72,ocean
55.49,0.16,-1.12,0.035293833,17.57,ocean
49.31,0.42,-0.64,0.030871583,15.55,ocean
49.9,0.36,-0.82,0.034161102,18.59,ocean
54.07,0.22,-1.05,0.036109467,17.85,ocean
54.03,0.25,-0.96,0.039070511,16.92,ocean
47.17,0.45,-1.04,0.037636863,16.75,ocean
48.26,0.39,-0.24,0.035540667,17.78,ocean
49.89,0.41,-0.81,0.030271452,15.79,ocean
52.02,0.3,-1.01,0.033807085,17.67,ocean
53.11,0.24,-1,0.036085727,18.38,ocean
55.25,0.17,-1.18,0.033920158,18.05,ocean
53.1,0.29,-1.04,0.027758059,15.64,ocean
55.48,0.17,-1.18,0.033821444,17.02,ocean
46.25,0.47,-1,0.04111319,17.21,ocean
51.56,0.34,-0.82,0.036835461,16.74,ocean
43.92,0.54,-0.62,0.04173603,16.86,ocean
53.66,0.27,-0.98,0.037706983,16.57,ocean
56.25,0.15,-1.15,0.031911677,16.89,ocean
50.87,0.35,-0.68,0.03098479,15.22,ocean
47.69,0.44,-0.49,0.034449497,17.55,ocean
48.87,0.38,-1.02,0.036761984,16.65,ocean
47.55,0.42,-1.1,0.041996586,16.91,ocean
54.42,0.23,-0.99,0.034114778,15.23,ocean
44.94,0.51,-0.81,0.038026333,16.81,ocean
53.72,0.26,-1.07,0.036047597,15.87,ocean
49.05,0.39,-0.67,0.038391353,17.71,ocean
48.97,0.38,-1.15,0.03842023,16.91,ocean
48.15,0.4,-1.05,0.036651311,16.84,ocean
56.43,0.13,-1.14,0.032025266,16.92,ocean
47.17,0.48,-0.29,0.038760653,17.99,ocean
54.08,0.22,-1,0.034948738,18.99,ocean
47.69,0.42,-1.04,0.034451634,16.69,ocean
54.75,0.22,-1.14,0.030347218,15.18,ocean
43.8,0.53,-0.55,0.038973759,16.78,ocean
50.14,0.34,-1.18,0.034409848,16.61,ocean
53.03,0.3,-0.94,0.029521959,16.8,ocean
50.38,0.37,-0.52,0.031931953,16.92,ocean
54.43,0.21,-1.09,0.031800958,16.88,ocean
54.63,0.19,-1.18,0.038212182,16.72,ocean
53.68,0.27,-1.01,0.041716105,17.3,ocean
47.68,0.42,-1.07,0.036770172,16.84,ocean
55.21,0.17,-1.09,0.032462322,17.21,ocean
48.41,0.38,-1.04,0.037821797,16.74,ocean
54.93,0.23,-1.13,0.030624447,15.13,ocean
48.34,0.38,-1.05,0.037548881,18.27,ocean
43.24,0.57,-0.71,0.040658578,17.51,ocean
53.94,0.26,-1.05,0.031041161,15.6,ocean
47.67,0.43,-1.03,0.03471527,16.91,ocean
48.83,0.37,-1.09,0.038886229,17,ocean
48.51,0.39,-1.05,0.038116171,16.84,ocean
56.32,0.17,-1.17,0.036405138,16.52,ocean
47.08,0.42,-0.89,0.036254293,16.74,ocean
53.26,0.29,-0.94,0.035783943,16.74,ocean
53.14,0.28,-0.96,0.029711171,14.98,ocean
54.82,0.24,-1.03,0.029877236,17.05,ocean
52.97,0.25,-0.87,0.034077082,17.69,ocean
53.18,0.28,-0.99,0.039266969,17.02,ocean
45.74,0.49,-0.96,0.037435758,16.82,ocean
51.88,0.33,-0.93,0.039613793,16.86,ocean
54.44,0.21,-1.13,0.033099538,17.07,ocean
47.32,0.42,-1.08,0.039851988,17.47,ocean
54.33,0.21,-1.1,0.032243638,17.4,ocean
52.18,0.29,-0.98,0.034056133,16.85,ocean
50.12,0.33,-1.21,0.038947077,16.99,ocean
47.22,0.43,-0.98,0.036848033,16.67,ocean
48.47,0.42,-0.75,0.035923072,18.85,ocean
44.51,0.51,-0.72,0.042138733,17.2,ocean
44.75,0.52,-0.78,0.041139902,16.9,ocean
54.2,0.22,-1.08,0.032502394,16.46,ocean
52.71,0.25,-0.81,0.033145709,17.69,ocean
50.19,0.33,-1.2,0.035298376,16.71,ocean
52.17,0.32,-0.93,0.031859117,15.33,ocean
52.02,0.32,-0.83,0.037630034,17.83,ocean
54.02,0.25,-1.05,0.03755043,16.88,ocean
51.53,0.34,-0.78,0.039676533,16.5,ocean
54.45,0.18,-0.87,0.035163657,17.86,ocean
53.08,0.24,-0.87,0.031420157,17.38,ocean
52.9,0.3,-0.93,0.032052834,15.26,ocean
53.14,0.29,-1,0.03067143,15.82,ocean
50.29,0.35,-0.75,0.034330751,17.04,ocean
50.41,0.35,-0.79,0.036062851,17.22,ocean
50.32,0.34,-0.63,0.035148551,18.94,ocean
50.48,0.37,-0.67,0.038167339,16.74,ocean
51.52,0.3,-0.81,0.035268855,17.09,ocean
47.41,0.44,-1.05,0.040676066,16.95,ocean
45.67,0.48,-0.96,0.042005334,16.81,ocean
48.2,0.42,-0.5,0.037674056,17.49,ocean
44.27,0.53,-0.6,0.039358138,16.89,ocean
45.78,0.49,-0.91,0.038329538,16.89,ocean
50.08,0.38,-0.71,0.038219959,17.48,ocean
48.87,0.43,-0.63,0.033399162,15.47,ocean
48.23,0.4,-0.93,0.036712476,16.68,ocean
48.86,0.39,-0.56,0.033728475,17.07,ocean
54.91,0.18,-1.08,0.034392187,17.1,ocean
46.27,0.49,-0.53,0.040271339,17.21,ocean
48.73,0.39,-0.53,0.032345441,16.79,ocean
46.92,0.44,-0.91,0.042353356,16.94,ocean
57.02,0.11,-1.19,0.031998246,17.16,ocean
54.18,0.25,-1.03,0.03213702,15.23,ocean
45.9,0.47,-0.78,0.037453644,17.02,ocean
46.68,0.42,-0.72,0.037360571,17.05,ocean
48.27,0.39,-1.04,0.035850853,16.56,ocean
45.1,0.51,-0.74,0.037941837,16.89,ocean
46.28,0.46,-0.94,0.038064233,17.18,ocean
53.09,0.27,-0.76,0.035756922,16.4,ocean
45.91,0.55,-0.19,0.040065832,17.86,ocean
44.03,0.54,-0.69,0.044589792,17.68,ocean
55.64,0.15,-1.08,0.032186296,17.89,ocean
49.45,0.42,-0.58,0.030733553,15.38,ocean
54.66,0.19,-1.14,0.033445166,18.17,ocean
52.56,0.27,-0.98,0.031332023,16.92,ocean
51.05,0.36,-0.75,0.037370393,16.74,ocean
46.57,0.46,-0.89,0.036283116,16.77,ocean
52.75,0.3,-0.87,0.035339986,16.68,ocean
55.97,0.16,-1.15,0.03429482,16.63,ocean
48.42,0.4,-1.12,0.036147888,16.85,ocean
51,0.31,-0.63,0.036772978,17.17,ocean
49.6,0.38,-0.76,0.033393648,18.6,ocean
35.02,0.86,-0.38,0.058439248,35.2,ocean
55.14,0.18,-1.11,0.034695971,17.89,ocean
50.73,0.33,-0.78,0.034550022,16.93,ocean
53.98,0.21,-0.95,0.032933419,17.15,ocean
49,0.39,-0.68,0.040218179,17.95,ocean
53.35,0.28,-0.94,0.032610237,16.05,ocean
52.41,0.26,-0.87,0.033066988,18.57,ocean
54.57,0.23,-0.96,0.030441128,15.27,ocean
55.15,0.22,-1.13,0.03203051,16.58,ocean
48.14,0.4,-1,0.036055649,16.78,ocean
47.54,0.42,-1,0.041626967,16.59,ocean
51.87,0.32,-0.86,0.036683685,16.72,ocean
49.59,0.4,-0.92,0.031979681,20.21,ocean
47.14,0.43,-1.07,0.037853496,17.54,ocean
50.35,0.37,-0.5,0.033487703,16.92,ocean
55.56,0.15,-1.17,0.031537066,18.89,ocean
45.86,0.47,-0.71,0.035453051,16.66,ocean
53.91,0.05,-0.85,0.034267831,16.95,ocean
54.98,0.19,-1.12,0.033564111,17.37,ocean
49.94,0.34,-1.26,0.038197081,16.81,ocean
51.95,0.3,-0.94,0.032880411,19.17,ocean
48.76,0.43,-0.46,0.041780892,16.62,ocean
52.62,0.3,-0.87,0.040200811,16.46,ocean
33.68,0.92,-0.26,0.037464306,19.1,ocean
44.98,0.5,-0.79,0.036925267,16.79,ocean
46.75,0.44,-0.87,0.035563348,16.87,ocean
48.38,0.39,-1.05,0.038653523,17.07,ocean
48.09,0.39,-0.86,0.041343821,16.79,ocean
54.85,0.2,-1.12,0.03367281,17.96,ocean
45.99,0.47,-0.9,0.036980358,16.72,ocean
49.73,0.37,-0.71,0.038314658,17.42,ocean
52.73,0.26,-0.91,0.035266673,17.34,ocean
50.45,0.39,-0.73,0.041287976,18.63,ocean
48.37,0.46,-0.54,0.033500302,15.39,ocean
50.32,0.39,-0.73,0.039932705,17.09,ocean
52.63,0.27,-1.05,0.033755385,17.95,ocean
54.07,0.21,-1.02,0.038916086,17.67,ocean
49.37,0.38,-0.6,0.033931117,17.45,ocean
52.02,0.28,-0.86,0.032913521,19.11,ocean
39.19,-0.11,-1.21,0.031940357,17.15,ocean
46,0.46,-0.87,0.034729877,17.14,ocean
50.2,0.32,-1.26,0.038469847,16.51,ocean
53.53,0.24,-1.09,0.03459666,17.05,ocean
53.65,0.23,-1.15,0.035264396,18.73,ocean
47.78,0.4,-1,0.038952795,16.56,ocean
51.13,0.35,-0.71,0.031973798,15.63,ocean
45.55,0.48,-0.91,0.037635502,17.04,ocean
45.72,0.48,-0.77,0.037628176,16.66,ocean
50.84,0.33,-0.8,0.036682043,17.58,ocean
53.95,0.22,-1.02,0.033976203,17.54,ocean
46.25,0.48,-0.95,0.039362819,16.87,ocean
46.69,0.45,-0.91,0.039849492,16.9,ocean
48.74,0.4,-0.47,0.031549667,17.21,ocean
46.81,0.43,-1,0.047939028,17.57,ocean
49.97,0.35,-0.67,0.034913697,16.93,ocean
45.78,0.48,-0.87,0.03668771,16.79,ocean
42.58,0.59,-0.17,0.033333232,16.83,ocean
48,0.4,-1.04,0.039550058,17.07,ocean
45.96,0.47,-0.85,0.039838518,16.84,ocean
44.28,0.53,-0.66,0.03721594,16.99,ocean
47.8,0.44,-0.54,0.038808924,17.89,ocean
50.55,0.38,-0.81,0.039049,17.79,ocean
50.7,0.34,-0.78,0.038234632,18.7,ocean
47,0.43,-0.98,0.038787379,16.72,ocean
51.46,0.35,-0.89,0.029403398,15.25,ocean
46.82,0.45,-0.99,0.039692971,16.68,ocean
54.73,0.23,-1.06,0.030739709,14.97,ocean
48.83,0.42,-0.83,0.033596855,17.11,ocean
52.5,0.28,-1.02,0.035546277,18.19,ocean
41.04,0.65,-0.34,0.038226313,16.81,ocean
49.91,0.07,-0.33,0.036160992,17.36,ocean
52.26,0.29,-1.01,0.035343969,16.7,ocean
54.83,0.23,-1.08,0.032290409,15.19,ocean
50.23,0.33,-0.65,0.035873696,17.31,ocean
47.66,0.41,-1.08,0.037839005,16.68,ocean
41.99,0.62,-0.47,0.040177594,16.9,ocean
52.13,0.32,-0.91,0.03129704,15.38,ocean
53.34,0.24,-1.08,0.036132462,17.33,ocean
51.38,0.34,-0.85,0.037816472,18.28,ocean
51.36,0.34,-0.71,0.03439939,18.3,ocean
39.59,0.71,-0.18,0.040021765,16.87,ocean
51.28,0.31,-0.78,0.03329347,16.84,ocean
53.73,0.22,-0.92,0.035729142,18.29,ocean
53.87,0.22,-1.08,0.032782039,17.52,ocean
46.48,0.45,-0.92,0.040649474,17.33,ocean
48.56,0.39,-1.16,0.039597135,16.76,ocean
55.58,0.21,-1.16,0.030202966,15.54,ocean
43.44,0.56,-0.66,0.041728377,16.9,ocean
