STD,Skew,kurtosis,PP,Sigma,Class
52.86,0.25,-0.91,0.034829475,17.22,ocean
54.53,0.2,-1.1,0.035214919,16.83,ocean
50.14,0.26,-0.44,0.036980253,17.27,ocean
45.99,0.48,-0.73,0.035876916,16.77,ocean
47.75,0.41,-1.04,0.039576856,17.31,ocean
46.02,0.46,-0.78,0.039385742,16.85,ocean
51.47,0.3,-0.83,0.03630227,16.88,ocean
44.3,0.54,-0.73,0.039938327,17.04,ocean
54.56,0.24,-1.07,0.036176163,16.76,ocean
45.32,0.49,-0.88,0.043606305,17.02,ocean
47.51,0.42,-1.04,0.036658815,17,ocean
52.68,0.29,-0.81,0.036722144,17.3,ocean
48.21,0.41,-1.06,0.039048163,16.68,ocean
47.32,0.43,-1.03,0.036874198,16.72,ocean
54.61,0.24,-1.08,0.028779939,15.26,ocean
49.73,-0.2,-0.79,0.033001215,17.24,ocean
54.11,0.25,-1.04,0.035660842,16.49,ocean
51.01,0.35,-0.77,0.034754133,16.27,ocean
50.12,0.33,-1.21,0.038947077,16.99,ocean
47.25,0.43,-1.02,0.042824405,17.15,ocean
53.4,0.24,-1.02,0.035928114,16.71,ocean
52.44,0.31,-0.91,0.032369117,15.45,ocean
46.95,0.44,-0.87,0.034241744,16.84,ocean
53.14,0.28,-0.96,0.029711171,14.98,ocean
49.21,0.37,-1.23,0.042883167,16.87,ocean
50.21,0.35,-0.67,0.033108233,16.74,ocean
47.08,0.42,-0.89,0.036254293,16.74,ocean
52.75,0.3,-0.87,0.035339986,16.68,ocean
46.42,0.46,-0.96,0.041771598,17.08,ocean
53.1,0.3,-0.99,0.038075379,16.61,ocean
45.14,0.51,-0.84,0.037560523,16.98,ocean
51.94,0.33,-0.86,0.037924864,16.5,ocean
46,0.45,-0.8,0.036558813,16.65,ocean
52.87,0.3,-0.97,0.031733849,15.32,ocean
49.29,0.36,-1.18,0.037504528,16.74,ocean
50.55,0.38,-0.81,0.039049,17.79,ocean
52.27,0.31,-0.9,0.03738152,17.29,ocean
54.32,0.24,-0.99,0.037302813,17.58,ocean
40.8,0.66,-0.28,0.040419771,16.91,ocean
54.73,0.23,-0.95,0.033422736,16.86,ocean
57.59,0.09,-1.2,0.031281056,16.3,ocean
47.63,0.41,-1.05,0.036488994,16.85,ocean
49.94,0.34,-1.26,0.038197081,16.81,ocean
42.16,0.62,-0.46,0.042136186,16.93,ocean
54.96,0.19,-1.1,0.032302458,17.02,ocean
48.24,0.39,-1.01,0.033055213,16.95,ocean
49.92,0.34,-1.16,0.041517816,16.91,ocean
50.45,0.34,-0.69,0.031780247,17.21,ocean
55,0.24,-1.07,0.032902169,17.07,ocean
44.69,0.52,-0.68,0.035539588,16.75,ocean
46.98,0.44,-1.02,0.038201624,17.32,ocean
54.35,0.2,-1.18,0.031925077,16.71,ocean
43.2,0.56,-0.58,0.039228444,16.82,ocean
51.22,0.35,-0.84,0.030540431,15.09,ocean
51.3,0.35,-0.77,0.036471023,16.99,ocean
52.54,0.31,-0.94,0.028496898,15.86,ocean
54.69,0.22,-1.12,0.038266021,15.77,ocean
53.75,0.27,-1.02,0.037729994,16.84,ocean
50.52,0.33,-0.75,0.037065505,16.86,ocean
46,0.48,-0.84,0.038561024,16.9,ocean
45.17,0.5,-0.69,0.035118885,16.78,ocean
44.15,0.54,-0.6,0.038519434,16.99,ocean
47.2,0.44,-0.13,0.03668541,16.96,ocean
43.29,0.58,-0.66,0.039784876,16.66,ocean
48.14,0.4,-1.11,0.040917128,16.83,ocean
42.23,0.6,-0.48,0.040312287,16.8,ocean
50.63,0.32,-1.17,0.042345447,17.01,ocean
44.97,0.5,-0.56,0.036722762,16.68,ocean
48.3,0.4,-1.15,0.038957519,16.91,ocean
41.81,0.65,-0.37,0.04254826,17.46,ocean
56.06,0.19,-1.12,0.033790438,16.98,ocean
55.68,0.2,-1.1,0.032876749,15.61,ocean
46.63,0.46,-0.87,0.038807844,17.73,ocean
47.89,0.4,-1.02,0.034952354,16.81,ocean
54.52,0.24,-1.04,0.034130395,15.28,ocean
55.07,0.22,-1.05,0.037900826,18.3,ocean
54.07,0.25,-1.07,0.037686665,16.57,ocean
47.32,0.42,-0.97,0.038726067,17.03,ocean
48.79,0.39,-1.2,0.039444841,16.97,ocean
46.59,0.45,-0.86,0.037614484,16.98,ocean
51.38,0.34,-0.85,0.037816472,18.28,ocean
50.63,0.37,-0.74,0.036839685,16.49,ocean
50.84,0.37,-0.86,0.036551534,16.7,ocean
44.64,0.54,-0.68,0.038615829,16.74,ocean
50.48,0.37,-0.69,0.033388016,16.42,ocean
50.56,0.32,-1.2,0.034322588,16.66,ocean
46.31,0.46,-0.83,0.036646105,16.71,ocean
52.59,0.26,-0.73,0.03216096,16.73,ocean
47.39,0.42,-0.91,0.037364661,16.6,ocean
45.76,0.48,-0.87,0.038895622,16.91,ocean
56.25,0.15,-1.15,0.031911677,16.89,ocean
44.58,0.53,-0.8,0.042270391,16.7,ocean
49.89,0.36,-0.68,0.034960894,17.2,ocean
51.86,0.29,-0.87,0.034011593,17.14,ocean
55.77,0.16,-1.06,0.035122348,16.73,ocean
48.13,0.41,-0.35,0.036251987,16.89,ocean
52.03,0.29,-0.9,0.033561137,17.05,ocean
53.95,0.22,-1.04,0.035133853,16.65,ocean
51.34,0.35,-0.85,0.033272476,15.63,ocean
46.06,0.47,-0.88,0.0386665,17.15,ocean
49.78,0.35,-1.22,0.032913835,16.94,ocean
53.59,0.23,-0.97,0.033928236,17.1,ocean
51.73,0.34,-0.84,0.029313675,15.82,ocean
53.93,0.27,-1.15,0.037175491,16.56,ocean
49.58,0.38,-0.82,0.034372219,17.08,ocean
56.76,0.17,-1.21,0.035293224,17,ocean
52.61,0.3,-0.88,0.033160871,15.22,ocean
50.47,0.38,-0.72,0.039499189,17.81,ocean
46.99,0.44,-0.91,0.038898346,16.91,ocean
49.12,0.42,-0.59,0.042460431,18.25,ocean
49.45,0.4,-0.31,0.034069819,16.82,ocean
45.54,0.49,-0.71,0.039500736,17.11,ocean
45.85,0.47,-0.89,0.042271073,17.1,ocean
52.59,0.31,-0.96,0.035611951,17.16,ocean
56.12,0.19,-1.23,0.038097514,17.54,ocean
50.34,0.32,-1.19,0.035291761,16.71,ocean
48.21,0.4,-1.09,0.034771799,16.75,ocean
48.4,0.39,-1.1,0.041285141,16.72,ocean
47.06,0.43,-0.8,0.039217247,16.89,ocean
55.53,0.21,-1.1,0.037207784,16.38,ocean
50.49,0.31,-1.25,0.036985179,16.55,ocean
23.58,0.37,-1.26,0.029885302,22.36,ocean
51.64,0.31,-0.85,0.040391272,16.93,ocean
51.14,0.36,-0.83,0.039471235,17.71,ocean
46.27,0.47,-1.03,0.042090424,16.94,ocean
40.87,0.65,-0.07,0.041559204,16.9,ocean
54.13,0.24,-0.97,0.037735404,16.74,ocean
48.45,0.39,-1.21,0.037561557,16.78,ocean
52.94,0.29,-0.99,0.029427058,15.04,ocean
55.05,0.18,-1.1,0.034911558,17.29,ocean
46.54,0.46,-0.77,0.036642991,16.91,ocean
31.9,1,-0.08,0.04413161,35.31,ocean
49.75,0.35,-1.16,0.035920237,16.43,ocean
51.34,0.29,-1.23,0.035454815,16.72,ocean
55.52,0.16,-1.07,0.037027495,16.98,ocean
53.31,0.27,-0.96,0.033422156,17.2,ocean
46.27,0.51,-0.12,0.038513684,16.89,ocean
44.45,0.56,-0.75,0.034863734,17.7,ocean
53.3,0.28,-0.91,0.033887797,17.12,ocean
46.26,0.47,-1.02,0.041139256,17.3,ocean
54.87,0.23,-1.03,0.031208421,16.34,ocean
47.62,0.43,-1.15,0.035922994,16.88,ocean
47.36,0.43,-0.99,0.040318735,16.7,ocean
47.68,0.4,-1.02,0.03531188,16.66,ocean
54.21,0.26,-1.03,0.03121792,15.61,ocean
54.25,0.25,-1.06,0.028980374,15.82,ocean
44.05,0.56,-0.8,0.036250162,16.89,ocean
52.6,0.27,-1,0.039043324,17.06,ocean
55.16,0.21,-1,0.032038355,15.75,ocean
49.95,0.39,-0.76,0.038812027,17.82,ocean
46.48,0.45,-0.92,0.040649474,17.33,ocean
44.94,0.51,-0.81,0.038026333,16.81,ocean
44.74,0.53,-0.73,0.041846468,16.95,ocean
54.83,0.19,-1.02,0.037461437,17.23,ocean
45.15,0.49,-0.78,0.038185909,16.65,ocean
47.91,0.41,-1.1,0.038264569,17.04,ocean
44.28,0.53,-0.66,0.03721594,16.99,ocean
50.43,0.37,-0.66,0.033541332,17.04,ocean
46.94,0.43,-0.88,0.042137568,16.75,ocean
47.84,0.41,-1,0.039615254,16.81,ocean
47.83,0.47,-0.51,0.037966258,17.45,ocean
50.66,0.37,-0.8,0.037061522,16.37,ocean
46.82,0.45,-0.99,0.039692971,16.68,ocean
48.56,0.37,-1.04,0.034673484,16.95,ocean
53.49,0.27,-0.98,0.032187576,17.07,ocean
48.34,0.38,-1.05,0.037548881,18.27,ocean
51.2,0.36,-0.88,0.034713596,16.8,ocean
43.82,0.52,-0.51,0.037084843,17.16,ocean
49.28,0.37,-1.14,0.038881384,16.59,ocean
49.87,0.34,-1.12,0.032339998,16.86,ocean
46.65,0.44,-0.74,0.0408675,16.62,ocean
42.03,0.63,-0.34,0.037138665,16.78,ocean
47.97,0.4,-0.94,0.035666432,16.82,ocean
54.51,0.24,-1.09,0.031544473,15.11,ocean
54.94,0.23,-1.03,0.036497956,16.65,ocean
56.15,0.14,-1.23,0.034201001,17.15,ocean
50.96,0.29,-1.24,0.034806259,17.28,ocean
54.1,0.25,-1.05,0.039491239,18.48,ocean
47.79,0.41,-0.99,0.036261896,16.83,ocean
45.25,0.49,-0.68,0.034743649,16.91,ocean
54.47,0.24,-1.06,0.033449092,15.45,ocean
52.82,0.27,-1.01,0.033124985,16.75,ocean
48.59,0.46,-0.58,0.041240221,16.9,ocean
55.72,0.2,-1.2,0.0310272,15.31,ocean
53.47,0.28,-0.93,0.037087719,16.53,ocean
48.64,0.39,-1.07,0.038661413,16.8,ocean
57.25,0.15,-1.1,0.03223417,16.9,ocean
48.57,0.41,-0.66,0.036310577,18.86,ocean
52.6,0.26,-0.87,0.033609519,16.87,ocean
51.3,0.35,-0.77,0.036471023,16.99,ocean
44.38,0.52,-0.73,0.038685285,16.93,ocean
47.27,0.43,-0.92,0.034168547,16.99,ocean
54.88,0.18,-0.93,0.03389614,18.04,ocean
57.06,0.11,-1.21,0.035822379,17.68,ocean
48.12,0.4,-1.03,0.038560139,16.88,ocean
51.57,0.28,-1.2,0.039364569,16.98,ocean
45.14,0.5,-0.77,0.038704225,17.22,ocean
46.37,0.46,-0.89,0.043477771,16.77,ocean
44.92,0.52,-0.78,0.041664071,16.81,ocean
45.87,0.48,-0.81,0.04128228,17.05,ocean
55.78,0.2,-1.15,0.031989765,16.96,ocean
47.86,0.41,-1.16,0.037345519,16.96,ocean
49.81,0.4,-0.59,0.041676762,17.25,ocean
44.97,0.5,-0.7,0.040343258,16.74,ocean
54.22,0.21,-1.13,0.035028652,17.53,ocean
47.87,0.4,-1.05,0.036577382,17.05,ocean
41.25,0.62,-0.2,0.040256002,16.86,ocean
51.43,0.35,-0.9,0.03207205,16.98,ocean
50.95,0.32,-0.76,0.033122524,18.23,ocean
52.04,0.28,-0.97,0.034970819,18.07,ocean
48.69,0.38,-1.16,0.035482458,16.95,ocean
52.1,0.33,-0.96,0.035857797,17.42,ocean
53.81,0.21,-0.93,0.034725608,17.81,ocean
51.87,0.29,-0.87,0.034251856,17.8,ocean
54.3,0.24,-1.11,0.039730872,17.58,ocean
55.55,0.17,-1.18,0.036947854,16.95,ocean
50.96,0.37,-0.71,0.03661255,17.01,ocean
49.39,0.38,-0.7,0.031988625,18.61,ocean
56.91,0.12,-1.23,0.033418356,17.13,ocean
49.53,0.38,-0.6,0.031533348,18.12,ocean
50.32,0.39,-1.04,0.036750645,18.67,ocean
48.48,0.39,-1.14,0.035733253,17.03,ocean
54.67,0.19,-1.04,0.033916787,17.62,ocean
56.67,0.12,-1.17,0.032227813,18.09,ocean
55.07,0.18,-1.09,0.034015,17.99,ocean
51.02,0.32,-0.82,0.034397007,17.29,ocean
51.77,0.3,-0.98,0.036981506,17.86,ocean
52.45,0.31,-0.91,0.032145769,15.55,ocean
50.42,0.38,-0.85,0.040060615,17.33,ocean
46.1,0.46,-0.89,0.037551183,16.97,ocean
49.13,0.38,-0.49,0.034083746,17.6,ocean
44.58,0.51,-0.68,0.03944921,16.96,ocean
44.21,0.53,-0.66,0.038126504,16.76,ocean
57.28,0.1,-1.23,0.033731895,17.92,ocean
46.61,0.46,-0.88,0.03721463,16.8,ocean
53.46,0.24,-1.14,0.034308429,17.82,ocean
53.33,0.24,-1.01,0.032205371,16.95,ocean
43.67,0.55,-0.49,0.035057865,16.82,ocean
44,0.53,-0.6,0.040009255,16.9,ocean
52.3,0.28,-1.05,0.03857739,18.01,ocean
54.17,0.24,-1.06,0.033036616,15.65,ocean
46.64,0.5,-0.6,0.03724644,17.97,ocean
52.4,0.32,-1.01,0.037736208,16.72,ocean
53.17,0.29,-0.92,0.031731606,15.4,ocean
52.08,0.31,-0.83,0.036996182,18.85,ocean
48.24,0.39,-1.01,0.033055213,16.95,ocean
55.72,0.2,-1.2,0.0310272,15.31,ocean
48.42,0.39,-0.98,0.035332631,16.8,ocean
53.02,0.25,-0.92,0.038867617,17.67,ocean
49.02,0.38,-0.59,0.037622905,18.38,ocean
46.6,0.45,-1.05,0.039089038,17.15,ocean
45.43,0.5,-0.95,0.038811797,16.8,ocean
44.35,0.52,-0.62,0.038464857,16.59,ocean
48.31,0.39,-1.11,0.036004087,16.97,ocean
54.3,0.21,-1.07,0.03358952,17.28,ocean
54.83,0.17,-0.92,0.033013434,18.13,ocean
54.04,0.26,-1.08,0.037447608,17.78,ocean
55.59,0.15,-1.03,0.032250223,17.79,ocean
52.97,0.26,-1.04,0.03791124,17.9,ocean
46.89,0.45,-0.99,0.039984332,16.97,ocean
56.16,0.14,-1.21,0.03591945,18.42,ocean
56.97,0.11,-1.1,0.036414362,16.5,ocean
56.51,0.17,-1.18,0.030996807,15.19,ocean
58.05,0.12,-1.27,0.028191886,15.57,ocean
50.16,0.35,-0.67,0.03468589,17.65,ocean
54.33,0.24,-1.06,0.032230618,15.41,ocean
50.35,0.35,-0.77,0.032228257,17.46,ocean
48.99,0.36,-1.13,0.040559258,16.8,ocean
54.06,0.26,-0.95,0.032634807,16.87,ocean
51.33,0.35,-0.79,0.039379518,17.32,ocean
52.18,0.29,-0.96,0.035338461,16.48,ocean
48.66,0.38,-1.11,0.034968542,16.67,ocean
53.95,0.26,-1,0.032032733,15.36,ocean
55.45,0.17,-1.14,0.03599594,17.82,ocean
42.96,0.58,-0.65,0.039912811,17.23,ocean
54.94,0.18,-1.07,0.03202076,19.39,ocean
51.96,0.29,-0.89,0.042281382,18.2,ocean
47.75,0.41,-1.02,0.041709468,17.09,ocean
54.82,0.23,-1.07,0.030771694,14.95,ocean
53.47,0.27,-0.86,0.032018179,15.15,ocean
52.04,0.31,-0.66,0.035675674,17.34,ocean
55.76,0.2,-1.06,0.034388163,17.06,ocean
49.54,0.42,-0.78,0.038481977,17.13,ocean
53.54,0.23,-0.95,0.03294789,17.62,ocean
52.66,0.31,-1.02,0.035332288,15.03,ocean
54.3,0.21,-1.03,0.031297907,16.75,ocean
46.84,0.44,-1.03,0.039798116,16.88,ocean
53.52,0.26,-0.81,0.033093287,16.8,ocean
58.95,0.1,-1.25,0.036516361,16.6,ocean
54.5,0.2,-1.05,0.032208062,16.56,ocean
51.98,0.32,-0.74,0.037498541,16.72,ocean
55.02,0.22,-1,0.038831598,16.77,ocean
47.97,0.41,-1.11,0.040000879,16.99,ocean
44.76,0.51,-0.85,0.039429937,17.22,ocean
52.18,0.32,-0.92,0.033157465,15.1,ocean
54.03,0.21,-0.95,0.033574892,17.66,ocean
54.01,0.22,-1.12,0.037833216,17.28,ocean
51.87,0.33,-0.75,0.035842794,16.7,ocean
45.15,0.49,-0.78,0.038185909,16.65,ocean
18.9,1.02,-0.29,0.030249739,23.09,ocean
45.86,0.48,-0.9,0.036562199,17.09,ocean
52.69,0.27,-0.94,0.03374341,16.63,ocean
55.12,0.18,-1.06,0.03812788,16.6,ocean
47.42,0.42,-0.9,0.037768764,16.95,ocean
54.59,0.2,-1.05,0.034508887,16.76,ocean
49.91,0.39,-0.67,0.029853949,15.42,ocean
53.54,0.24,-0.95,0.036439469,17.59,ocean
52.3,0.27,-1,0.035932724,17.43,ocean
53.41,0.27,-0.95,0.029731902,15.48,ocean
50.2,0.39,-0.66,0.033898542,17.47,ocean
53.74,0.22,-1.05,0.033738668,18.79,ocean
48.61,0.43,-0.42,0.038377459,18.49,ocean
56.86,0.12,-1.24,0.029694801,16.55,ocean
51.45,0.31,-0.94,0.03241805,17.68,ocean
50.81,0.33,-0.83,0.036702442,17.36,ocean
43.95,0.56,-0.79,0.04093351,16.71,ocean
49.12,0.39,-0.64,0.033502512,18.01,ocean
46.31,0.47,-0.99,0.042516461,16.86,ocean
45.62,0.49,-0.89,0.040393388,16.8,ocean
43.34,0.57,-0.56,0.038658175,16.82,ocean
47.36,0.43,-0.99,0.040318735,16.7,ocean
50.94,0.36,-0.91,0.041728324,17.62,ocean
55.67,0.2,-1.13,0.030388463,15.05,ocean
48.25,0.41,-0.45,0.034042759,17.26,ocean
53.3,0.25,-1.07,0.033802882,17.77,ocean
56.53,0.13,-1.26,0.033945933,18.57,ocean
45.76,0.49,-0.87,0.037041726,16.93,ocean
50.16,0.39,-0.69,0.038954555,17.9,ocean
52.82,0.25,-1,0.03350491,17.86,ocean
38.29,0.07,-0.89,0.033325519,17.13,ocean
54.68,0.23,-1.12,0.035849637,17.96,ocean
57.27,0.1,-1.2,0.032147551,16.62,ocean
54.47,0.24,-1.07,0.036853752,17.73,ocean
55,0.18,-1.2,0.032626748,17.86,ocean
44.66,0.53,-0.79,0.040000049,17.08,ocean
47.03,0.43,-0.95,0.044152393,16.88,ocean
55.32,0.17,-1.08,0.034299199,17.82,ocean
45.2,0.5,-0.73,0.037017058,16.78,ocean
51.85,0.33,-0.83,0.039274593,17.68,ocean
51.22,0.35,-0.71,0.03218157,15.18,ocean
53.42,0.23,-0.96,0.037801944,17.71,ocean
51.86,0.33,-0.82,0.030459776,15.33,ocean
52.68,0.26,-1.04,0.03242538,17.54,ocean
55.92,0.19,-1,0.032661904,16.76,ocean
53.01,0.25,-1,0.038844003,16.95,ocean
51.87,0.29,-0.91,0.038705071,17.79,ocean
49.06,0.37,-1.08,0.035733058,16.94,ocean
51.98,0.34,-0.91,0.031938769,17.14,ocean
50.73,0.38,-0.82,0.037579735,17.75,ocean
46.85,0.45,-0.91,0.03884154,16.85,ocean
48.34,0.4,-1.07,0.038468334,16.81,ocean
47.68,0.42,-1.02,0.036421911,17,ocean
48.44,0.38,-1.03,0.040043016,16.64,ocean
49.95,0.36,-0.5,0.038495314,17.5,ocean
53.7,0.14,-0.74,0.038683732,17.22,ocean
56.29,0.13,-1.15,0.032538817,17.77,ocean
46.87,0.47,-0.97,0.037920805,17.73,ocean
45.78,0.49,-1.01,0.039737738,17.1,ocean
50.34,0.34,-0.82,0.040279755,17,ocean
52.94,0.29,-0.76,0.033575873,16.88,ocean
48.26,0.41,-1.09,0.038531256,16.74,ocean
53.48,0.24,-0.94,0.031714791,17.33,ocean
52.18,0.28,-0.88,0.034573134,18.66,ocean
53.31,0.29,-0.92,0.034249904,16.41,ocean
47.26,0.43,-0.97,0.036620631,17.01,ocean
52.25,0.32,-0.89,0.034890128,16.3,ocean
45.99,0.48,-0.9,0.040852164,16.95,ocean
50.26,0.39,-0.68,0.042424752,18.87,ocean
51.59,0.3,-0.86,0.030362755,18.37,ocean
53.04,0.25,-0.99,0.034488366,17.13,ocean
52.62,0.27,-0.92,0.031569637,17.82,ocean
50.63,0.32,-0.66,0.035453952,17.89,ocean
49.46,0.41,-0.73,0.035351081,17.81,ocean
45.26,0.5,-0.86,0.039747258,17.08,ocean
54.88,0.22,-1.05,0.035671868,16.53,ocean
52.35,0.27,-0.83,0.037398884,17.11,ocean
48.03,0.43,-0.62,0.037658837,18.23,ocean
52.42,0.31,-0.85,0.02900233,14.95,ocean
52.16,0.34,-0.88,0.035230386,17.06,ocean
48.17,0.39,-1.08,0.03555482,16.52,ocean
55.43,0.22,-1.18,0.029514328,15.57,ocean
53.79,0.26,-1.03,0.038346695,16.75,ocean
58.15,0.07,-1.21,0.035901346,16.67,ocean
40.8,0.66,-0.28,0.040419771,16.91,ocean
52.42,0.32,-1.02,0.038999782,17.07,ocean
51.91,0.29,-0.84,0.041054159,18.87,ocean
50.08,0.37,-0.82,0.032360214,16.86,ocean
51.43,0.3,-0.76,0.033356187,18.35,ocean
49.49,0.41,-0.54,0.042632542,17.9,ocean
51.71,0.3,-0.89,0.037299289,16.55,ocean
51.74,0.29,-0.96,0.034895534,17.86,ocean
47.92,0.46,-0.35,0.034542264,16.34,ocean
50.46,0.33,-0.75,0.03338851,18.63,ocean
51.89,0.29,-0.88,0.036458788,17.88,ocean
54.92,0.19,-1.13,0.037599205,18.99,ocean
54.15,0.24,-0.97,0.032280055,15.3,ocean
53.57,0.23,-1.05,0.034639743,16.59,ocean
46.12,0.47,-0.86,0.036288782,16.92,ocean
44.94,0.49,-0.63,0.043497394,17.38,ocean
47.79,0.42,-1.13,0.037855289,17.59,ocean
49.07,0.39,-0.65,0.036716425,17.92,ocean
53.3,0.29,-1.01,0.030039342,15.73,ocean
46.89,0.45,-1,0.036005076,16.76,ocean
46.31,0.47,-0.91,0.039048256,16.68,ocean
56.44,0.13,-1.19,0.032835733,19.17,ocean
56.27,0.14,-1.15,0.034082665,17.52,ocean
55.26,0.21,-1.08,0.033105691,16.71,ocean
45.64,0.49,-0.82,0.038343801,16.96,ocean
50.32,0.36,-0.82,0.034165074,17.33,ocean
53.33,-0.14,-0.91,0.032981816,17.27,ocean
56.26,0.17,-1.16,0.036963234,17.86,ocean
49.24,0.39,-0.63,0.036958293,17.19,ocean
45.85,0.48,-1.02,0.041264708,17.04,ocean
55.53,0.21,-1.2,0.031737676,15.33,ocean
51.56,0.35,-0.99,0.039483982,16.74,ocean
49.74,0.4,-0.85,0.035569448,18.71,ocean
50.44,0.38,-0.79,0.030862075,15.29,ocean
40.51,0.71,-0.63,0.032994419,18.35,ocean
46.55,0.45,-0.87,0.03638733,16.88,ocean
52.38,0.27,-0.87,0.034967759,17.78,ocean
41.79,0.6,-0.17,0.038382742,16.91,ocean
48.15,0.42,-0.54,0.036595479,17.05,ocean
50.14,0.26,-0.44,0.036980253,17.27,ocean
42.92,0.58,-0.45,0.042008888,17.01,ocean
50.91,0.33,-0.87,0.03519699,17.04,ocean
48.91,0.37,-1.14,0.035891456,16.96,ocean
52.59,0.31,-0.96,0.035611951,17.16,ocean
53.36,0.3,-1.03,0.032362723,17.16,ocean
52.66,0.28,-1.1,0.040342488,17.8,ocean
46.05,0.47,-0.9,0.037492491,16.98,ocean
53.54,0.24,-1.04,0.032702504,17.29,ocean
47.88,0.39,-1.08,0.035590754,17.1,ocean
47.39,0.44,-0.93,0.038020442,16.86,ocean
46,0.53,-0.23,0.043810127,17.42,ocean
54.59,0.23,-1.06,0.038132538,16.72,ocean
51.71,0.3,-0.85,0.033180548,17.69,ocean
49.73,0.4,-0.66,0.039183083,17.82,ocean
47.08,0.43,-1.07,0.034285365,16.91,ocean
44.62,0.51,-0.55,0.035099098,16.92,ocean
42.68,0.59,-0.59,0.043959177,17.24,ocean
54.2,0.25,-0.94,0.039389222,16.69,ocean
56.33,0.14,-1.18,0.035909373,17.66,ocean
45.85,0.48,-0.87,0.03428332,16.88,ocean
46.11,0.46,-0.94,0.044590096,17.02,ocean
44.66,0.51,-0.84,0.040542346,17.58,ocean
46.21,0.47,-0.97,0.036894147,16.9,ocean
51.1,0.36,-0.85,0.032299481,15.41,ocean
49.36,0.39,-0.85,0.033699251,17.72,ocean
51.68,-0.2,-0.99,0.040355679,17.5,ocean
54.16,0.2,-1.03,0.030895554,18.27,ocean
44.8,0.53,-0.89,0.039916701,16.78,ocean
51.39,0.31,-0.86,0.030524982,19.04,ocean
53.57,0.23,-1.07,0.03079046,17.73,ocean
51.56,0.3,-0.83,0.035926479,17.1,ocean
46.36,0.45,-0.85,0.040046637,16.95,ocean
56.62,0.13,-1.06,0.034916488,17.18,ocean
48.4,0.4,-0.4,0.038332721,19.18,ocean
53.21,0.24,-0.95,0.034239436,16.54,ocean
48.93,0.36,-1.15,0.036035506,16.71,ocean
49.71,0.36,-0.53,0.03662888,17.06,ocean
54.82,0.19,-1.1,0.033333944,17.16,ocean
52.08,0.26,-0.87,0.035007994,18.24,ocean
45.39,0.5,-0.88,0.038798677,16.84,ocean
51.1,0.31,-0.82,0.033145458,17.81,ocean
50.88,0.34,-0.94,0.036769182,17.31,ocean
47.95,0.41,-1,0.034266093,16.77,ocean
51.61,0.34,-0.82,0.035453684,17,ocean
53.52,0.23,-1.06,0.034966863,17.49,ocean
52.69,0.3,-0.94,0.043006963,18.15,ocean
50.21,0.34,-0.68,0.040430643,17.32,ocean
55.42,0.17,-1.14,0.034602286,18.22,ocean
43.96,0.54,-0.72,0.035278747,16.73,ocean
50.65,0.34,-0.81,0.032165001,18.58,ocean
53.84,0.23,-1.09,0.0360643,17.84,ocean
53.78,0.23,-1.04,0.033656382,17.75,ocean
42.07,0.6,-0.45,0.038658745,16.98,ocean
49.21,0.37,-1.23,0.042883167,16.87,ocean
46.65,0.46,-0.95,0.037474332,16.72,ocean
52.13,0.28,-0.69,0.033186345,16.97,ocean
51.06,0.32,-0.79,0.039306394,17.34,ocean
46.84,0.43,-0.94,0.037180975,17.19,ocean
49.8,0.34,-1.19,0.038510945,17.1,ocean
54.58,0.24,-1,0.03826439,16.4,ocean
52.61,0.3,-0.86,0.038210244,18.54,ocean
42.73,0.59,-0.63,0.040243345,17.18,ocean
47.89,0.41,-1.07,0.040532517,16.65,ocean
47.32,0.43,-1.02,0.035945613,16.99,ocean
50.14,0.38,-0.65,0.034384049,17.09,ocean
46.57,0.45,-0.95,0.038682248,16.96,ocean
56.04,0.15,-1.15,0.033450953,18.71,ocean
52.9,0.3,-0.93,0.039319199,18.69,ocean
45.12,0.52,-0.74,0.036513818,16.99,ocean
56.01,0.18,-1.11,0.029156289,15.27,ocean
48.14,0.4,-1.11,0.040917128,16.83,ocean
55.18,0.18,-1.13,0.037955241,16.59,ocean
54.21,0.21,-1.12,0.036733033,18.55,ocean
55.15,0.23,-1.1,0.032520813,17.03,ocean
51.96,0.33,-0.91,0.041827451,18.26,ocean
46.64,0.45,-0.87,0.041815068,17.1,ocean
54.53,0.2,-1.05,0.031754731,17.07,ocean
52.98,0.25,-0.96,0.032924269,17.71,ocean
53.04,0.29,-0.95,0.033162499,17.06,ocean
52.59,0.26,-0.87,0.034582274,18.39,ocean
44.24,0.53,-0.66,0.037264209,16.79,ocean
51.79,0.29,-0.9,0.035684726,17.77,ocean
52.54,0.27,-0.89,0.034246826,17.83,ocean
55.33,0.17,-1.08,0.033799186,17.11,ocean
54.51,0.24,-1.09,0.031544473,15.11,ocean
53.63,0.27,-0.98,0.03951274,17.97,ocean
45.51,0.5,-0.9,0.038569262,16.87,ocean
53.5,0.28,-1,0.029665108,15.18,ocean
53.32,0.28,-0.94,0.041803412,16.74,ocean
51.17,0.32,-0.92,0.035679695,17.03,ocean
55.23,0.18,-1.12,0.032224739,17.54,ocean
54.84,0.24,-1.06,0.035497507,17.08,ocean
49.94,0.36,-0.72,0.033915664,17.26,ocean
47.1,0.43,-0.97,0.038874903,16.93,ocean
53.72,0.23,-1.02,0.03303675,16.96,ocean
52.44,0.27,-0.91,0.032129709,17.24,ocean
